Trace;Search;Category;State;Event Start Time (ms);Event End Time (ms);Baseline (pA);Peak Amp (pA);Time to Peak (ms);Time of Peak (ms);Antipeak Amp (pA);Time to Antipeak (ms);Time of Antipeak (ms);Half-width (ms);Half-amplitude (pA);Time to Rise Half-amplitude (ms);Time to Decay Half-amplitude (ms);Rise Tau (ms);Decay Tau (ms);Max Rise Slope (pA/ms);Time to Max Rise Slope (ms);Max Decay Slope (pA/ms);Time to Max Decay Slope (ms);Rise Slope 10% to 90% (pA/ms);Rise Time 10% to 90% (ms);Decay Slope 90% to 10% (pA/ms);Decay Time 90% to 10% (ms);Area (pA ú ms);Inst. Freq. (Hz);Interevent Interval (ms);S.D. of Fit;Template Match; ;G1: Midpoint, Cat 1;G1: Bin Count, Cat 1;G1: Midpoint, Cat 2;G1: Bin Count, Cat 2;G1: Midpoint, Cat 3;G1: Bin Count, Cat 3;G1: Midpoint, Cat 4;G1: Bin Count, Cat 4;G1: Midpoint, Cat 5;G1: Bin Count, Cat 5;G1: Midpoint, Cat 6;G1: Bin Count, Cat 6;G1: Midpoint, Cat 7;G1: Bin Count, Cat 7;G1: Midpoint, Cat 8;G1: Bin Count, Cat 8;G1: Midpoint, Cat 9;G1: Bin Count, Cat 9;G2: Midpoint, Cat 1;G2: Bin Count, Cat 1;G2: Midpoint, Cat 2;G2: Bin Count, Cat 2;G2: Midpoint, Cat 3;G2: Bin Count, Cat 3;G2: Midpoint, Cat 4;G2: Bin Count, Cat 4;G2: Midpoint, Cat 5;G2: Bin Count, Cat 5;G2: Midpoint, Cat 6;G2: Bin Count, Cat 6;G2: Midpoint, Cat 7;G2: Bin Count, Cat 7;G2: Midpoint, Cat 8;G2: Bin Count, Cat 8;G2: Midpoint, Cat 9;G2: Bin Count, Cat 9;G3: Midpoint, Cat 1;G3: Bin Count, Cat 1;G3: Midpoint, Cat 2;G3: Bin Count, Cat 2;G3: Midpoint, Cat 3;G3: Bin Count, Cat 3;G3: Midpoint, Cat 4;G3: Bin Count, Cat 4;G3: Midpoint, Cat 5;G3: Bin Count, Cat 5;G3: Midpoint, Cat 6;G3: Bin Count, Cat 6;G3: Midpoint, Cat 7;G3: Bin Count, Cat 7;G3: Midpoint, Cat 8;G3: Bin Count, Cat 8;G3: Midpoint, Cat 9;G3: Bin Count, Cat 9;G4: Midpoint, Cat 1;G4: Bin Count, Cat 1;G4: Midpoint, Cat 2;G4: Bin Count, Cat 2;G4: Midpoint, Cat 3;G4: Bin Count, Cat 3;G4: Midpoint, Cat 4;G4: Bin Count, Cat 4;G4: Midpoint, Cat 5;G4: Bin Count, Cat 5;G4: Midpoint, Cat 6;G4: Bin Count, Cat 6;G4: Midpoint, Cat 7;G4: Bin Count, Cat 7;G4: Midpoint, Cat 8;G4: Bin Count, Cat 8;G4: Midpoint, Cat 9;G4: Bin Count, Cat 9; ;G1: ScPlot X, Cat 1;G1: ScPlot Y, Cat 1;G1: ScPlot X, Cat 2;G1: ScPlot Y, Cat 2;G1: ScPlot X, Cat 3;G1: ScPlot Y, Cat 3;G1: ScPlot X, Cat 4;G1: ScPlot Y, Cat 4;G1: ScPlot X, Cat 5;G1: ScPlot Y, Cat 5;G1: ScPlot X, Cat 6;G1: ScPlot Y, Cat 6;G1: ScPlot X, Cat 7;G1: ScPlot Y, Cat 7;G1: ScPlot X, Cat 8;G1: ScPlot Y, Cat 8;G1: ScPlot X, Cat 9;G1: ScPlot Y, Cat 9;G2: ScPlot X, Cat 1;G2: ScPlot Y, Cat 1;G2: ScPlot X, Cat 2;G2: ScPlot Y, Cat 2;G2: ScPlot X, Cat 3;G2: ScPlot Y, Cat 3;G2: ScPlot X, Cat 4;G2: ScPlot Y, Cat 4;G2: ScPlot X, Cat 5;G2: ScPlot Y, Cat 5;G2: ScPlot X, Cat 6;G2: ScPlot Y, Cat 6;G2: ScPlot X, Cat 7;G2: ScPlot Y, Cat 7;G2: ScPlot X, Cat 8;G2: ScPlot Y, Cat 8;G2: ScPlot X, Cat 9;G2: ScPlot Y, Cat 9;G3: ScPlot X, Cat 1;G3: ScPlot Y, Cat 1;G3: ScPlot X, Cat 2;G3: ScPlot Y, Cat 2;G3: ScPlot X, Cat 3;G3: ScPlot Y, Cat 3;G3: ScPlot X, Cat 4;G3: ScPlot Y, Cat 4;G3: ScPlot X, Cat 5;G3: ScPlot Y, Cat 5;G3: ScPlot X, Cat 6;G3: ScPlot Y, Cat 6;G3: ScPlot X, Cat 7;G3: ScPlot Y, Cat 7;G3: ScPlot X, Cat 8;G3: ScPlot Y, Cat 8;G3: ScPlot X, Cat 9;G3: ScPlot Y, Cat 9;G4: ScPlot X, Cat 1;G4: ScPlot Y, Cat 1;G4: ScPlot X, Cat 2;G4: ScPlot Y, Cat 2;G4: ScPlot X, Cat 3;G4: ScPlot Y, Cat 3;G4: ScPlot X, Cat 4;G4: ScPlot Y, Cat 4;G4: ScPlot X, Cat 5;G4: ScPlot Y, Cat 5;G4: ScPlot X, Cat 6;G4: ScPlot Y, Cat 6;G4: ScPlot X, Cat 7;G4: ScPlot Y, Cat 7;G4: ScPlot X, Cat 8;G4: ScPlot Y, Cat 8;G4: ScPlot X, Cat 9;G4: ScPlot Y, Cat 9; ;g1: ScPlot X, Cat 1 (selected);g1: ScPlot Y, Cat 1 (selected);g1: ScPlot X, Cat 2 (selected);g1: ScPlot Y, Cat 2 (selected);g1: ScPlot X, Cat 3 (selected);g1: ScPlot Y, Cat 3 (selected);g1: ScPlot X, Cat 4 (selected);g1: ScPlot Y, Cat 4 (selected);g1: ScPlot X, Cat 5 (selected);g1: ScPlot Y, Cat 5 (selected);g1: ScPlot X, Cat 6 (selected);g1: ScPlot Y, Cat 6 (selected);g1: ScPlot X, Cat 7 (selected);g1: ScPlot Y, Cat 7 (selected);g1: ScPlot X, Cat 8 (selected);g1: ScPlot Y, Cat 8 (selected);g1: ScPlot X, Cat 9 (selected);g1: ScPlot Y, Cat 9 (selected);g2: ScPlot X, Cat 1 (selected);g2: ScPlot Y, Cat 1 (selected);g2: ScPlot X, Cat 2 (selected);g2: ScPlot Y, Cat 2 (selected);g2: ScPlot X, Cat 3 (selected);g2: ScPlot Y, Cat 3 (selected);g2: ScPlot X, Cat 4 (selected);g2: ScPlot Y, Cat 4 (selected);g2: ScPlot X, Cat 5 (selected);g2: ScPlot Y, Cat 5 (selected);g2: ScPlot X, Cat 6 (selected);g2: ScPlot Y, Cat 6 (selected);g2: ScPlot X, Cat 7 (selected);g2: ScPlot Y, Cat 7 (selected);g2: ScPlot X, Cat 8 (selected);g2: ScPlot Y, Cat 8 (selected);g2: ScPlot X, Cat 9 (selected);g2: ScPlot Y, Cat 9 (selected);g3: ScPlot X, Cat 1 (selected);g3: ScPlot Y, Cat 1 (selected);g3: ScPlot X, Cat 2 (selected);g3: ScPlot Y, Cat 2 (selected);g3: ScPlot X, Cat 3 (selected);g3: ScPlot Y, Cat 3 (selected);g3: ScPlot X, Cat 4 (selected);g3: ScPlot Y, Cat 4 (selected);g3: ScPlot X, Cat 5 (selected);g3: ScPlot Y, Cat 5 (selected);g3: ScPlot X, Cat 6 (selected);g3: ScPlot Y, Cat 6 (selected);g3: ScPlot X, Cat 7 (selected);g3: ScPlot Y, Cat 7 (selected);g3: ScPlot X, Cat 8 (selected);g3: ScPlot Y, Cat 8 (selected);g3: ScPlot X, Cat 9 (selected);g3: ScPlot Y, Cat 9 (selected);g4: ScPlot X, Cat 1 (selected);g4: ScPlot Y, Cat 1 (selected);g4: ScPlot X, Cat 2 (selected);g4: ScPlot Y, Cat 2 (selected);g4: ScPlot X, Cat 3 (selected);g4: ScPlot Y, Cat 3 (selected);g4: ScPlot X, Cat 4 (selected);g4: ScPlot Y, Cat 4 (selected);g4: ScPlot X, Cat 5 (selected);g4: ScPlot Y, Cat 5 (selected);g4: ScPlot X, Cat 6 (selected);g4: ScPlot Y, Cat 6 (selected);g4: ScPlot X, Cat 7 (selected);g4: ScPlot Y, Cat 7 (selected);g4: ScPlot X, Cat 8 (selected);g4: ScPlot Y, Cat 8 (selected);g4: ScPlot X, Cat 9 (selected);g4: ScPlot Y, Cat 9 (selected)
1;1;1;A;1312.7;1315.2;0.962;-8.89894;1.2;1313.9;1.50734;1.6;1314.3;0.34922;-4.44947;1.036;1.385;0.53482;0.19266;-37.348;1.05;44.566;0.25;Not;found;Not;found;44.56601;0.16554;-6.66309;60.24096;16.6;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;1318.7;1321.4;0.962;-10.36705;1.3;1320;5.56259;2.3;1321;0.47441;-5.18353;1.064;1.538;0.27735;0.37635;-40.702;1.05;41.768;0.25;-28.75525;0.28954;30.95287;0.29989;-1.95498;163.93509;6.09998;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;1342.2;1344.6;0.962;-8.83838;1.1;1343.3;3.73421;2.3;1344.5;0.39348;-4.41919;0.95;1.343;1.38377;1.99941;-34.952;0.95;30.372;0.15;-33.04388;0.22473;25.18261;0.26392;-2.69125;42.91837;23.30005;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;1412.3;1414.7;0.962;-7.18218;1.1;1413.4;5.66529;1.9;1414.2;0.38639;-3.59109;0.986;1.373;Not;found;0.17863;-45.275;0.95;35.365;0.35;-45.27492;0.15289;30.81186;0.22463;-1.00325;14.26536;70.09988;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;1448.4;1450.7;0.962;-7.36935;1.1;1449.5;2.85371;1.7;1450.1;0.31557;-3.68468;0.942;1.258;0.46206;0.34209;-28.541;1.05;40.598;0.15;-4.46546;0.77064;36.60634;0.18281;-1.90744;27.70083;36.1;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;1452.1;1454.6;0.962;-9.58391;1.2;1453.3;7.00185;2.2;1454.3;0.4338;-4.79196;1.025;1.458;0.30474;0.64097;-28.659;1.15;36.737;0.45;-5.27489;0.83752;22.96467;0.35988;-2.14583;263.15112;3.8001;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;1467.5;1470.1;0.962;-10.37041;1.3;1468.8;4.39967;2.1;1469.6;0.46772;-5.1852;1.063;1.53;0.2948;0.47044;-39.683;1.05;32.966;0.25;-30.84608;0.2859;31.82181;0.2713;-3.5989;64.51623;15.49998;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;1496.6;1499.3;0.962;-10.96582;1.3;1497.9;5.68082;2.6;1499.2;0.46219;-5.48291;1.073;1.535;0.20708;0.34132;-43.346;1.05;41.208;0.25;Not;found;Not;found;36.61658;0.25516;-3.64974;34.36426;29.1;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;1521.7;1524;0.962;-7.50014;1.1;1522.8;3.36369;1.9;1523.6;0.38525;-3.75007;0.909;1.294;0.18122;0.15929;-24.238;1.05;45.634;0.25;-7.35755;0.61503;36.85844;0.19462;-2.23092;40.16056;24.90005;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;1578.1;1580.5;0.962;-7.28619;1.1;1579.2;5.89676;2.3;1580.4;0.41887;-3.6431;0.998;1.417;0.20773;0.25583;-36.173;0.95;30.219;0.45;-36.1727;0.16181;24.52633;0.30236;-0.5101;17.73054;56.39988;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;1581.2;1583.5;0.962;-7.33363;1.1;1582.3;4.53739;1.7;1582.9;0.34567;-3.66681;0.966;1.312;3.19449;0.7039;-54.182;0.95;34.187;0.25;-54.18246;0.14803;28.99824;0.21465;-0.19409;322.56793;3.10012;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;1595.9;1598.5;0.962;-10.9884;1.2;1597.1;4.2547;2;1597.9;0.4569;-5.4942;0.985;1.442;0.18859;1.63481;-36.783;0.95;36.737;0.15;Not;found;Not;found;27.10569;0.28714;-4.23071;67.56824;14.79985;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;1602.9;1605.6;0.962;-11.54147;1.2;1604.1;4.46447;2.2;1605.1;0.50727;-5.77073;1.034;1.542;0.2507;0.19259;-38.309;1.15;54.945;0.45;-9.65153;0.65154;48.91582;0.23306;-3.86975;142.85715;7;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;1635.7;1638;0.962;-8.32411;1.1;1636.8;3.43999;1.9;1637.6;0.36254;-4.16205;0.942;1.304;0.25486;2.6765;-32.51;0.95;30.372;0.25;-16.19406;0.35643;23.50373;0.28344;-1.98562;30.5809;32.70015;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;1665.6;1668.1;0.962;-10.49165;1.2;1666.8;4.30878;2.3;1667.9;0.40755;-5.24583;0.987;1.394;0.13085;0.94306;-62.272;0.95;38.308;0.15;-47.61958;0.18764;30.14293;0.2919;-2.3722;33.33336;29.99998;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;1862.6;1865.2;0.962;-12.26037;1.3;1863.9;5.02741;2.1;1864.7;0.40029;-6.13018;1.075;1.475;0.4193;0.3603;-56.624;1.05;44.719;0.15;-20.74229;0.31004;30.84752;0.30169;-3.06184;5.07357;197.09998;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;2174.1;2176.4;0.962;-7.22376;1.1;2175.2;2.52634;1.6;2175.7;0.35594;-3.61188;0.904;1.26;1.62539;0.82171;-25.763;0.95;36.521;0.15;-16.75005;0.33472;28.07906;0.22177;-1.31431;3.21234;311.2999;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;2211.1;2213.7;0.962;-12.06545;1.3;2212.4;3.89471;2.3;2213.4;0.40723;-6.03272;1.041;1.448;0.62997;0.34197;-56.388;1.05;42.073;0.15;-28.74991;0.27561;39.68298;0.24105;-3.74257;26.88176;37.19995;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;2412.6;2415.2;0.962;-13.07358;1.3;2413.9;5.55703;2;2414.6;0.42237;-6.53679;1.039;1.461;0.25139;1.68031;-50.276;1.05;46.493;0.15;-44.6411;0.24892;42.8886;0.25208;-4.89674;4.96278;201.5;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;2455.6;2458.2;0.962;-11.93687;1.2;2456.8;2.23795;2.3;2457.9;0.42621;-5.96844;1.031;1.458;0.70436;23.36552;-47.067;1.05;40.189;0.35;-31.52907;0.27199;30.38518;0.33123;-4.3963;23.30994;42.90015;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;2606.4;2609;0.962;-12.30751;1.2;2607.6;4.32392;2.4;2608.8;0.43708;-6.15376;1.008;1.445;0.17234;0.33516;-54.879;1.05;49.358;0.25;-26.62786;0.2304;43.80062;0.25627;-5.36635;6.63129;150.80014;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;2714;2716.6;0.962;-12.0905;1.3;2715.3;4.09859;2.2;2716.2;0.45597;-6.04525;1.014;1.47;9.70245;0.33386;-36.129;0.95;70.274;0.15;-25.19407;0.39499;30.18239;0.1893;-4.07488;9.28506;107.69985;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;2746;2748.7;0.962;-10.47494;1.3;2747.3;4.92058;2.4;2748.4;0.59506;-5.23747;1.044;1.639;0.22683;13.23302;-28.964;1.05;24.297;0.35;Not;found;Not;found;18.86404;0.46844;-7.18932;31.25;32;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;3001.7;3004.4;0.962;-13.64832;1.3;3003;3.48698;1.9;3003.6;0.42766;-6.82416;1.089;1.517;0.29782;0.52475;-41.921;1.05;45.996;0.35;-34.83926;0.33073;42.95868;0.27631;-5.03149;3.91083;255.7;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;3061.3;3063.9;0.962;-11.6508;1.3;3062.6;4.56892;2;3063.3;0.43025;-5.8254;1.029;1.459;0.39598;0.37189;-31.403;1.15;54.573;0.15;-7.54037;0.76255;44.34124;0.2262;-4.71378;16.77852;59.6;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;3108.4;3111.1;0.962;-10.53155;1.2;3109.6;2.60552;2.6;3111;0.58972;-5.26578;0.972;1.561;0.19061;0.54362;-40.037;0.95;37.499;0.35;-27.46795;0.27819;26.04352;0.37391;-6.5192;21.27653;47.00014;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1;A;3247.1;3249.6;0.962;-12.63521;1.2;3248.3;3.46238;2;3249.1;0.38798;-6.31761;0.995;1.383;0.21608;0.49599;-32.165;1.15;49.847;0.15;-5.70703;1.00493;25.40232;0.37868;-6.30017;7.20981;138.69986;N/A;N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
